locality,day,date,treat,sleeper,hut,week,vrex_ufl,vrex_bfl,vrex_grl,vrex_bfl_grl,vrex_ufd,vrex_bfd,vrex_grd,vrex_bfd_grd,room_ufl,room_bfl,room_grl,room_bfl_grl,room_ufd,room_bfd,room_grd,room_bfd_grd,net_ufl,net_bfl,net_grl,locality2,day2,date2,treat2,sleeper2,hut2,net_bfl_grl,net_ufd,net_bfd,net_grd,net_bfd_grd,unf_live,unf_dead,bf_live,bf_dead,gr_live,gr_dead,bf_gr_live,bf_gr_dead,tot_unf,tot_bf,tot_gr,tot_bf_gr,tot_live,tot_dead,tot_exop,total
Tengrela,33,17.10.2014,PermaNet 3.0,TEN-S1,TEN-H3,6,7,1,0,1,1,0,0,0,7,1,0,1,2,2,0,2,0,0,0,Tengrela,33,17.10.2014,PermaNet 3.0,TEN-S1,TEN-H3,0,0,0,0,0,14,3,2,2,0,0,2,2,17,4,0,4,16,5,9,21
Tengrela,34,18.10.2014,PermaNet 3.0,TEN-S6,TEN-H3,6,0,2,0,2,2,0,0,0,0,2,0,2,0,1,0,1,0,0,0,Tengrela,34,18.10.2014,PermaNet 3.0,TEN-S6,TEN-H3,0,0,0,0,0,0,2,4,1,0,0,4,1,2,5,0,5,4,3,4,7
Tengrela,35,19.10.2014,PermaNet 3.0,TEN-S5,TEN-H3,6,5,1,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,Tengrela,35,19.10.2014,PermaNet 3.0,TEN-S5,TEN-H3,0,1,0,0,0,9,1,2,0,0,0,2,0,10,2,0,2,11,1,6,12
Tengrela,36,20.10.2014,PermaNet 3.0,TEN-S4,TEN-H3,6,2,3,0,3,0,0,0,0,2,3,0,3,0,1,0,1,0,0,0,Tengrela,36,20.10.2014,PermaNet 3.0,TEN-S4,TEN-H3,0,0,0,0,0,4,0,6,1,0,0,6,1,4,7,0,7,10,1,5,11
Tengrela,1,08.09.2014,DawaPlus,TEN-S4,TEN-H4,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,Tengrela,1,08.09.2014,DawaPlus,TEN-S4,TEN-H4,2,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,3,6,0,0,6
Tengrela,2,09.09.2014,DawaPlus,TEN-S3,TEN-H4,1,0,4,0,4,0,1,0,1,3,2,0,2,1,0,0,0,0,34,0,Tengrela,2,09.09.2014,DawaPlus,TEN-S3,TEN-H4,34,0,0,0,0,3,1,40,1,0,0,40,1,4,41,0,41,43,2,5,45
Tengrela,3,10.09.2014,DawaPlus,TEN-S2,TEN-H4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tengrela,3,10.09.2014,DawaPlus,TEN-S2,TEN-H4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,2,0,2,2
Tengrela,4,11.09.2014,DawaPlus,TEN-S1,TEN-H4,1,0,0,0,0,1,0,0,0,4,1,0,1,2,1,0,1,0,2,0,Tengrela,4,11.09.2014,DawaPlus,TEN-S1,TEN-H4,2,0,0,0,0,4,3,3,1,0,0,3,1,7,4,0,4,7,4,1,11
Tengrela,5,21.10.2014,DawaPlus,TEN-S6,TEN-H4,1,0,3,0,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,Tengrela,5,21.10.2014,DawaPlus,TEN-S6,TEN-H4,0,0,0,0,0,1,1,4,0,0,0,4,0,2,4,0,4,5,1,3,6
Tengrela,6,13.09.2014,DawaPlus,TEN-S5,TEN-H4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tengrela,6,13.09.2014,DawaPlus,TEN-S5,TEN-H4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Tengrela,7,15.09.2014,DawaPlus,TEN-S1,TEN-H1,2,6,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,0,0,Tengrela,7,15.09.2014,DawaPlus,TEN-S1,TEN-H1,0,0,0,0,0,10,0,5,0,0,0,5,0,10,5,0,5,15,0,6,15
Tengrela,8,16.09.2014,DawaPlus,TEN-S6,TEN-H1,2,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,Tengrela,8,16.09.2014,DawaPlus,TEN-S6,TEN-H1,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,11,0,2,11
Tengrela,9,17.09.2014,DawaPlus,TEN-S5,TEN-H1,2,0,0,0,0,0,0,0,0,4,1,0,1,3,0,0,0,1,0,0,Tengrela,9,17.09.2014,DawaPlus,TEN-S5,TEN-H1,0,1,0,0,0,5,4,1,0,0,0,1,0,9,1,0,1,6,4,0,10
Tengrela,10,18.09.2014,DawaPlus,TEN-S4,TEN-H1,2,1,0,0,0,0,0,0,0,5,3,1,4,0,1,0,1,0,3,1,Tengrela,10,18.09.2014,DawaPlus,TEN-S4,TEN-H1,4,0,0,0,0,6,0,6,1,2,0,8,1,6,7,2,9,14,1,1,15
Tengrela,11,19.09.2014,DawaPlus,TEN-S3,TEN-H1,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,Tengrela,11,19.09.2014,DawaPlus,TEN-S3,TEN-H1,3,0,0,0,0,0,4,3,0,0,0,3,0,4,3,0,3,3,4,3,7
Tengrela,12,20.09.2014,DawaPlus,TEN-S2,TEN-H1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Tengrela,12,20.09.2014,DawaPlus,TEN-S2,TEN-H1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2
Tengrela,13,22.09.2014,DawaPlus,TEN-S3,TEN-H3,3,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,1,5,0,Tengrela,13,22.09.2014,DawaPlus,TEN-S3,TEN-H3,5,0,0,0,0,6,1,6,0,0,0,6,0,7,6,0,6,12,1,0,13
Tengrela,14,22.10.2014,DawaPlus,TEN-S2,TEN-H3,3,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,Tengrela,14,22.10.2014,DawaPlus,TEN-S2,TEN-H3,0,0,0,0,0,1,1,3,0,0,0,3,0,2,3,0,3,4,1,0,5
Tengrela,15,24.09.2014,DawaPlus,TEN-S1,TEN-H3,3,7,6,0,6,4,3,0,3,30,27,0,27,5,3,0,3,0,0,0,Tengrela,15,24.09.2014,DawaPlus,TEN-S1,TEN-H3,0,0,2,0,2,37,9,33,8,0,0,33,8,46,41,0,41,70,17,20,87
Tengrela,16,25.09.2014,DawaPlus,TEN-S6,TEN-H3,3,2,3,0,3,11,0,0,0,5,11,0,11,7,1,0,1,0,0,0,Tengrela,16,25.09.2014,DawaPlus,TEN-S6,TEN-H3,0,0,0,0,0,7,18,14,1,0,0,14,1,25,15,0,15,21,19,16,40
Tengrela,17,26.09.2014,DawaPlus,TEN-S5,TEN-H3,3,2,3,0,3,6,0,0,0,20,10,0,10,2,1,0,1,1,3,0,Tengrela,17,26.09.2014,DawaPlus,TEN-S5,TEN-H3,3,2,1,0,1,23,10,16,2,0,0,16,2,33,18,0,18,39,12,11,51
Tengrela,18,27.09.2014,DawaPlus,TEN-S4,TEN-H3,3,8,5,0,5,0,0,0,0,16,5,2,7,1,1,0,1,0,0,0,Tengrela,18,27.09.2014,DawaPlus,TEN-S4,TEN-H3,0,0,0,0,0,24,1,10,1,2,0,12,1,25,11,2,13,36,2,13,38
Tengrela,19,30.09.2014,DawaPlus,TEN-S2,TEN-H2,4,0,6,0,6,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,Tengrela,19,30.09.2014,DawaPlus,TEN-S2,TEN-H2,0,0,0,0,0,0,0,14,0,0,0,14,0,0,14,0,14,14,0,6,14
Tengrela,20,01.10.2014,DawaPlus,TEN-S1,TEN-H2,4,5,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,3,11,0,Tengrela,20,01.10.2014,DawaPlus,TEN-S1,TEN-H2,11,0,0,0,0,21,1,11,0,0,0,11,0,22,11,0,11,32,1,5,33
Tengrela,21,02.10.2014,DawaPlus,TEN-S6,TEN-H2,4,2,0,0,0,0,0,0,0,2,6,0,6,1,0,0,0,1,7,0,Tengrela,21,02.10.2014,DawaPlus,TEN-S6,TEN-H2,7,0,0,0,0,5,1,13,0,0,0,13,0,6,13,0,13,18,1,2,19
Tengrela,22,03.10.2014,DawaPlus,TEN-S5,TEN-H2,4,4,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,Tengrela,22,03.10.2014,DawaPlus,TEN-S5,TEN-H2,0,0,0,0,0,7,2,0,0,0,0,0,0,9,0,0,0,7,2,5,9
Tengrela,23,06.10.2014,DawaPlus,TEN-S4,TEN-H2,4,1,1,0,1,1,0,0,0,2,9,0,9,0,0,0,0,0,0,0,Tengrela,23,06.10.2014,DawaPlus,TEN-S4,TEN-H2,0,0,0,0,0,3,1,10,0,0,0,10,0,4,10,0,10,13,1,3,14
Tengrela,24,07.10.2014,DawaPlus,TEN-S3,TEN-H2,4,0,1,0,1,0,0,0,0,2,2,0,2,1,0,0,0,0,4,0,Tengrela,24,07.10.2014,DawaPlus,TEN-S3,TEN-H2,4,0,0,0,0,2,1,7,0,0,0,7,0,3,7,0,7,9,1,1,10
Tengrela,25,08.10.2014,DawaPlus,TEN-S6,TEN-H6,5,0,3,0,3,1,0,0,0,2,5,0,5,0,0,0,0,0,0,0,Tengrela,25,08.10.2014,DawaPlus,TEN-S6,TEN-H6,0,0,0,0,0,2,1,8,0,0,0,8,0,3,8,0,8,10,1,4,11
Tengrela,26,09.10.2014,DawaPlus,TEN-S5,TEN-H6,5,2,2,0,2,0,0,0,0,3,2,2,4,2,1,0,1,0,5,0,Tengrela,26,09.10.2014,DawaPlus,TEN-S5,TEN-H6,5,0,0,0,0,5,2,9,1,2,0,11,1,7,10,2,12,16,3,4,19
Tengrela,27,10.10.2014,DawaPlus,TEN-S4,TEN-H6,5,7,5,0,5,0,0,0,0,4,8,2,10,0,0,0,0,0,0,0,Tengrela,27,10.10.2014,DawaPlus,TEN-S4,TEN-H6,0,0,0,0,0,11,0,13,0,2,0,15,0,11,13,2,15,26,0,12,26
Tengrela,28,11.10.2014,DawaPlus,TEN-S3,TEN-H6,5,2,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,Tengrela,28,11.10.2014,DawaPlus,TEN-S3,TEN-H6,1,0,0,0,0,7,0,3,0,0,0,3,0,7,3,0,3,10,0,4,10
Tengrela,29,13.10.2014,DawaPlus,TEN-S2,TEN-H6,5,3,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,Tengrela,29,13.10.2014,DawaPlus,TEN-S2,TEN-H6,0,0,0,0,0,3,0,2,0,1,0,3,0,3,2,1,3,6,0,3,6
Tengrela,30,14.10.2014,DawaPlus,TEN-S1,TEN-H6,5,4,0,0,0,0,0,0,0,5,3,0,3,0,1,0,1,0,0,0,Tengrela,30,14.10.2014,DawaPlus,TEN-S1,TEN-H6,0,0,0,0,0,9,0,3,1,0,0,3,1,9,4,0,4,12,1,4,13
Tengrela,31,15.10.2014,DawaPlus,TEN-S5,TEN-H5,6,1,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tengrela,31,15.10.2014,DawaPlus,TEN-S5,TEN-H5,0,0,0,0,0,2,0,6,0,0,0,6,0,2,6,0,6,8,0,7,8
Tengrela,32,16.10.2014,DawaPlus,TEN-S4,TEN-H5,6,2,2,0,2,3,0,0,0,2,7,0,7,3,0,0,0,0,0,0,Tengrela,32,16.10.2014,DawaPlus,TEN-S4,TEN-H5,0,0,1,0,1,4,6,9,1,0,0,9,1,10,10,0,10,13,7,7,20
Tengrela,33,17.10.2014,DawaPlus,TEN-S3,TEN-H5,6,3,1,0,1,1,0,0,0,1,3,0,3,0,0,0,0,0,2,0,Tengrela,33,17.10.2014,DawaPlus,TEN-S3,TEN-H5,2,0,0,0,0,4,1,6,0,0,0,6,0,5,6,0,6,10,1,5,11
Tengrela,34,18.10.2014,DawaPlus,TEN-S2,TEN-H5,6,0,0,0,0,0,0,0,0,4,3,0,3,2,0,0,0,0,0,0,Tengrela,34,18.10.2014,DawaPlus,TEN-S2,TEN-H5,0,0,0,0,0,4,2,3,0,0,0,3,0,6,3,0,3,7,2,0,9
Tengrela,35,19.10.2014,DawaPlus,TEN-S1,TEN-H5,6,6,1,0,1,1,0,0,0,8,4,1,5,0,0,0,0,0,0,0,Tengrela,35,19.10.2014,DawaPlus,TEN-S1,TEN-H5,0,0,0,0,0,14,1,5,0,1,0,6,0,15,5,1,6,20,1,8,21
Tengrela,36,20.10.2014,DawaPlus,TEN-S6,TEN-H5,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,1,0,Tengrela,36,20.10.2014,DawaPlus,TEN-S6,TEN-H5,1,1,0,0,0,1,1,6,0,0,0,6,0,2,6,0,6,7,1,0,8
VK5,1,15.09.2014,Control,VK5-S1,VK5-H1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,VK5,1,15.09.2014,Control,VK5-S1,VK5-H1,4,0,0,0,0,1,1,4,0,0,0,4,0,2,4,0,4,5,1,1,6
VK5,2,16.09.2014,Control,VK5-S6,VK5-H1,1,0,1,0,1,0,0,0,0,4,2,0,2,0,0,0,0,0,6,0,VK5,2,16.09.2014,Control,VK5-S6,VK5-H1,6,0,0,0,0,4,0,9,0,0,0,9,0,4,9,0,9,13,0,1,13
VK5,3,17.09.2014,Control,VK5-S5,VK5-H1,1,2,0,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,1,0,VK5,3,17.09.2014,Control,VK5-S5,VK5-H1,1,0,0,0,0,4,2,2,0,0,0,2,0,6,2,0,2,6,2,3,8
VK5,4,18.09.2014,Control,VK5-S4,VK5-H1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,2,0,VK5,4,18.09.2014,Control,VK5-S4,VK5-H1,2,0,0,0,0,1,2,3,0,0,0,3,0,3,3,0,3,4,2,1,6
VK5,5,19.09.2014,Control,VK5-S3,VK5-H1,1,1,2,0,2,1,0,0,0,4,3,0,3,0,0,0,0,0,3,0,VK5,5,19.09.2014,Control,VK5-S3,VK5-H1,3,0,0,0,0,5,1,8,0,0,0,8,0,6,8,0,8,13,1,4,14
VK5,6,20.09.2014,Control,VK5-S2,VK5-H1,1,11,10,0,10,1,0,0,0,14,7,0,7,0,0,0,0,0,6,0,VK5,6,20.09.2014,Control,VK5-S2,VK5-H1,6,0,0,0,0,25,1,23,0,0,0,23,0,26,23,0,23,48,1,22,49
VK5,7,22.09.2014,Control,VK5-S2,VK5-H2,2,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,7,0,VK5,7,22.09.2014,Control,VK5-S2,VK5-H2,7,0,0,0,0,8,1,7,0,0,0,7,0,9,7,0,7,15,1,7,16
VK5,8,23.09.2014,Control,VK5-S1,VK5-H2,2,3,1,0,1,1,0,0,0,5,2,0,2,2,0,0,0,0,4,0,VK5,8,23.09.2014,Control,VK5-S1,VK5-H2,4,0,0,0,0,8,3,7,0,0,0,7,0,11,7,0,7,15,3,5,18
VK5,9,24.09.2014,Control,VK5-S6,VK5-H2,2,14,10,0,10,8,0,0,0,17,5,0,5,0,2,0,2,0,25,0,VK5,9,24.09.2014,Control,VK5-S6,VK5-H2,25,0,0,0,0,31,8,40,2,0,0,40,2,39,42,0,42,71,10,32,81
VK5,10,25.09.2014,Control,VK5-S5,VK5-H2,2,15,3,0,3,12,0,0,0,6,5,0,5,10,0,0,0,2,10,0,VK5,10,25.09.2014,Control,VK5-S5,VK5-H2,10,0,0,0,0,23,22,18,0,0,0,18,0,45,18,0,18,41,22,30,63
VK5,11,26.09.2014,Control,VK5-S4,VK5-H2,2,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,VK5,11,26.09.2014,Control,VK5-S4,VK5-H2,8,0,0,0,0,8,0,8,0,0,0,8,0,8,8,0,8,16,0,3,16
VK5,12,27.09.2014,Control,VK5-S3,VK5-H2,2,3,2,0,2,1,0,0,0,4,1,0,1,1,1,0,1,0,7,0,VK5,12,27.09.2014,Control,VK5-S3,VK5-H2,7,0,0,0,0,7,2,10,1,0,0,10,1,9,11,0,11,17,3,6,20
VK5,13,29.09.2014,Control,VK5-S4,VK5-H4,3,5,2,0,2,12,0,0,0,7,19,0,19,16,0,0,0,5,24,0,VK5,13,29.09.2014,Control,VK5-S4,VK5-H4,24,1,0,0,0,17,29,45,0,0,0,45,0,46,45,0,45,62,29,19,91
VK5,14,30.09.2014,Control,VK5-S3,VK5-H4,3,2,4,0,4,4,0,0,0,2,1,0,1,2,0,0,0,0,5,0,VK5,14,30.09.2014,Control,VK5-S3,VK5-H4,5,0,0,0,0,4,6,10,0,0,0,10,0,10,10,0,10,14,6,10,20
VK5,15,01.10.2014,Control,VK5-S2,VK5-H4,3,5,4,0,4,12,1,0,1,7,7,0,7,4,0,0,0,1,18,0,VK5,15,01.10.2014,Control,VK5-S2,VK5-H4,18,0,0,0,0,13,16,29,1,0,0,29,1,29,30,0,30,42,17,22,59
VK5,16,02.10.2014,Control,VK5-S1,VK5-H4,3,7,1,0,1,3,0,0,0,8,2,0,2,0,0,0,0,0,2,0,VK5,16,02.10.2014,Control,VK5-S1,VK5-H4,2,0,0,0,0,15,3,5,0,0,0,5,0,18,5,0,5,20,3,11,23
VK5,17,03.10.2014,Control,VK5-S6,VK5-H4,3,2,5,0,5,6,0,0,0,11,11,0,11,3,0,0,0,0,27,0,VK5,17,03.10.2014,Control,VK5-S6,VK5-H4,27,0,0,0,0,13,9,43,0,0,0,43,0,22,43,0,43,56,9,13,65
VK5,18,07.10.2014,Control,VK5-S5,VK5-H4,3,0,0,0,0,0,0,0,0,1,5,0,5,2,0,0,0,0,4,0,VK5,18,07.10.2014,Control,VK5-S5,VK5-H4,4,0,0,0,0,1,2,9,0,0,0,9,0,3,9,0,9,10,2,0,12
VK5,19,08.10.2014,Control,VK5-S5,VK5-H5,4,1,0,0,0,9,0,0,0,11,2,0,2,6,0,0,0,1,8,0,VK5,19,08.10.2014,Control,VK5-S5,VK5-H5,8,0,0,0,0,13,15,10,0,0,0,10,0,28,10,0,10,23,15,10,38
VK5,20,09.10.2014,Control,VK5-S4,VK5-H5,4,0,2,0,2,11,0,0,0,1,1,0,1,4,0,0,0,0,9,0,VK5,20,09.10.2014,Control,VK5-S4,VK5-H5,9,0,0,0,0,1,15,12,0,0,0,12,0,16,12,0,12,13,15,13,28
VK5,21,10.10.2014,Control,VK5-S3,VK5-H5,4,5,2,0,2,8,0,0,0,1,10,0,10,6,0,0,0,0,18,0,VK5,21,10.10.2014,Control,VK5-S3,VK5-H5,18,0,1,0,1,6,14,30,1,0,0,30,1,20,31,0,31,36,15,15,51
VK5,22,11.10.2014,Control,VK5-S2,VK5-H5,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,0,VK5,22,11.10.2014,Control,VK5-S2,VK5-H5,4,0,0,0,0,1,2,4,0,0,0,4,0,3,4,0,4,5,2,1,7
VK5,23,12.10.2014,Control,VK5-S1,VK5-H5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VK5,23,12.10.2014,Control,VK5-S1,VK5-H5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
VK5,24,13.10.2014,Control,VK5-S6,VK5-H5,4,5,2,0,2,11,0,0,0,8,12,0,12,3,0,0,0,0,33,0,VK5,24,13.10.2014,Control,VK5-S6,VK5-H5,33,0,0,0,0,13,14,47,0,0,0,47,0,27,47,0,47,60,14,18,74
VK5,25,14.10.2014,Control,VK5-S3,VK5-H3,5,1,2,0,2,0,0,0,0,4,1,0,1,0,0,0,0,0,10,0,VK5,25,14.10.2014,Control,VK5-S3,VK5-H3,10,0,0,0,0,5,0,13,0,0,0,13,0,5,13,0,13,18,0,3,18
VK5,26,15.10.2014,Control,VK5-S2,VK5-H3,5,5,10,0,10,6,0,0,0,2,24,0,24,0,0,0,0,0,18,0,VK5,26,15.10.2014,Control,VK5-S2,VK5-H3,18,0,0,0,0,7,6,52,0,0,0,52,0,13,52,0,52,59,6,21,65
VK5,27,16.10.2014,Control,VK5-S1,VK5-H3,5,3,6,0,6,4,0,0,0,1,6,0,6,0,1,0,1,1,43,0,VK5,27,16.10.2014,Control,VK5-S1,VK5-H3,43,0,0,0,0,5,4,55,1,0,0,55,1,9,56,0,56,60,5,13,65
VK5,28,17.10.2014,Control,VK5-S6,VK5-H3,5,0,4,0,4,0,0,0,0,1,4,0,4,0,0,0,0,0,11,0,VK5,28,17.10.2014,Control,VK5-S6,VK5-H3,11,0,0,0,0,1,0,19,0,0,0,19,0,1,19,0,19,20,0,4,20
VK5,29,18.10.2014,Control,VK5-S5,VK5-H3,5,3,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,7,0,VK5,29,18.10.2014,Control,VK5-S5,VK5-H3,7,0,1,0,1,3,8,10,1,0,0,10,1,11,11,0,11,13,9,11,22
VK5,30,19.10.2014,Control,VK5-S4,VK5-H3,5,2,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,7,0,VK5,30,19.10.2014,Control,VK5-S4,VK5-H3,7,0,0,0,0,2,8,10,0,0,0,10,0,10,10,0,10,12,8,10,20
VK5,31,20.10.2014,Control,VK5-S6,VK5-H6,6,1,4,0,4,0,0,0,0,2,5,0,5,0,0,0,0,0,19,0,VK5,31,20.10.2014,Control,VK5-S6,VK5-H6,19,0,0,0,0,3,0,28,0,0,0,28,0,3,28,0,28,31,0,5,31
VK5,32,21.10.2014,Control,VK5-S5,VK5-H6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,VK5,32,21.10.2014,Control,VK5-S5,VK5-H6,6,0,1,0,1,1,0,8,1,0,0,8,1,1,9,0,9,9,1,2,10
VK5,33,22.10.2014,Control,VK5-S4,VK5-H6,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,VK5,33,22.10.2014,Control,VK5-S4,VK5-H6,1,0,0,0,0,2,0,1,0,0,0,1,0,2,1,0,1,3,0,1,3
VK5,34,23.10.2014,Control,VK5-S3,VK5-H6,6,0,5,0,5,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,VK5,34,23.10.2014,Control,VK5-S3,VK5-H6,0,0,0,0,0,4,0,11,0,0,0,11,0,4,11,0,11,15,0,5,15
VK5,35,24.10.2014,Control,VK5-S2,VK5-H6,6,0,8,0,8,1,0,0,0,0,21,0,21,0,1,0,1,0,15,0,VK5,35,24.10.2014,Control,VK5-S2,VK5-H6,15,0,0,0,0,0,1,44,1,0,0,44,1,1,45,0,45,44,2,9,46
VK5,36,25.10.2014,Control,VK5-S1,VK5-H6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,VK5,36,25.10.2014,Control,VK5-S1,VK5-H6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1
VK5,1,15.09.2014,Olyset Net,VK5-S3,VK5-H3,1,1,2,0,2,4,1,0,1,0,0,0,0,1,0,0,0,1,2,0,VK5,1,15.09.2014,Olyset Net,VK5-S3,VK5-H3,2,0,0,0,0,2,5,4,1,0,0,4,1,7,5,0,5,6,6,8,12
VK5,2,16.09.2014,Olyset Net,VK5-S2,VK5-H3,1,3,1,0,1,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,VK5,2,16.09.2014,Olyset Net,VK5-S2,VK5-H3,0,1,1,0,1,5,4,2,1,0,0,2,1,9,3,0,3,7,5,6,12
VK5,3,17.09.2014,Olyset Net,VK5-S1,VK5-H3,1,20,1,0,1,11,0,0,0,5,6,0,6,1,1,0,1,0,0,0,VK5,3,17.09.2014,Olyset Net,VK5-S1,VK5-H3,0,0,0,0,0,25,12,7,1,0,0,7,1,37,8,0,8,32,13,32,45
VK5,4,18.09.2014,Olyset Net,VK5-S6,VK5-H3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VK5,4,18.09.2014,Olyset Net,VK5-S6,VK5-H3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
VK5,5,19.09.2014,Olyset Net,VK5-S5,VK5-H3,1,9,0,0,0,8,0,0,0,4,2,0,2,2,0,0,0,0,0,0,VK5,5,19.09.2014,Olyset Net,VK5-S5,VK5-H3,0,0,0,0,0,13,10,2,0,0,0,2,0,23,2,0,2,15,10,17,25
VK5,6,20.09.2014,Olyset Net,VK5-S4,VK5-H3,1,23,19,0,19,5,1,0,1,11,10,0,10,1,1,0,1,2,5,0,VK5,6,20.09.2014,Olyset Net,VK5-S4,VK5-H3,5,0,0,0,0,36,6,34,2,0,0,34,2,42,36,0,36,70,8,48,78
VK5,7,22.09.2014,Olyset Net,VK5-S4,VK5-H4,2,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,VK5,7,22.09.2014,Olyset Net,VK5-S4,VK5-H4,0,0,0,0,0,5,3,0,0,0,0,0,0,8,0,0,0,5,3,6,8
VK5,8,23.09.2014,Olyset Net,VK5-S3,VK5-H4,2,13,0,0,0,12,0,0,0,3,0,0,0,5,0,0,0,0,0,0,VK5,8,23.09.2014,Olyset Net,VK5-S3,VK5-H4,0,0,0,0,0,16,17,0,0,0,0,0,0,33,0,0,0,16,17,25,33
VK5,9,24.09.2014,Olyset Net,VK5-S2,VK5-H4,2,32,10,0,10,8,1,0,1,69,12,0,12,24,1,0,1,7,11,0,VK5,9,24.09.2014,Olyset Net,VK5-S2,VK5-H4,11,7,0,0,0,108,39,33,2,0,0,33,2,147,35,0,35,141,41,51,182
VK5,10,25.09.2014,Olyset Net,VK5-S1,VK5-H4,2,62,2,0,2,22,0,0,0,40,4,0,4,17,2,0,2,0,0,0,VK5,10,25.09.2014,Olyset Net,VK5-S1,VK5-H4,0,0,0,0,0,102,39,6,2,0,0,6,2,141,8,0,8,108,41,86,149
VK5,11,26.09.2014,Olyset Net,VK5-S6,VK5-H4,2,6,7,0,7,13,0,0,0,2,5,0,5,6,0,0,0,2,6,0,VK5,11,26.09.2014,Olyset Net,VK5-S6,VK5-H4,6,2,0,0,0,10,21,18,0,0,0,18,0,31,18,0,18,28,21,26,49
VK5,12,27.09.2014,Olyset Net,VK5-S5,VK5-H4,2,19,10,0,10,6,1,0,1,10,9,0,9,8,1,0,1,1,1,0,VK5,12,27.09.2014,Olyset Net,VK5-S5,VK5-H4,1,1,0,0,0,30,15,20,2,0,0,20,2,45,22,0,22,50,17,36,67
VK5,13,29.09.2014,Olyset Net,VK5-S6,VK5-H6,3,5,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,VK5,13,29.09.2014,Olyset Net,VK5-S6,VK5-H6,1,0,0,0,0,7,3,1,0,0,0,1,0,10,1,0,1,8,3,8,11
VK5,14,30.09.2014,Olyset Net,VK5-S5,VK5-H6,3,2,0,0,0,2,0,0,0,0,4,0,4,0,1,0,1,0,0,0,VK5,14,30.09.2014,Olyset Net,VK5-S5,VK5-H6,0,0,0,0,0,2,2,4,1,0,0,4,1,4,5,0,5,6,3,4,9
VK5,15,01.10.2014,Olyset Net,VK5-S4,VK5-H6,3,17,10,0,10,13,0,0,0,8,12,0,12,10,2,0,2,2,8,0,VK5,15,01.10.2014,Olyset Net,VK5-S4,VK5-H6,8,0,2,0,2,27,23,30,4,0,0,30,4,50,34,0,34,57,27,40,84
